ptp,rt,row,col,correct,condition,stage,stimulus,corr_row,corr_col,trial_type,trial_index,time_elapsed,internal_node_id,session_global,session_condition,response_dist_cb,rougly_correct
zibzab,1519.45,8,1,0,adj_6_6,new_pa_learning,img/targets/BOSS/downsized/cactus.jpg,8,2,playground,30,106947,0.0-0.0-0.30,4,1,1,1
zibzab,1761.735,3,9,1,adj_6_6,new_pa_learning,img/targets/BOSS/downsized/caribou02.jpg,3,9,playground,31,110219,0.0-0.0-0.31,4,1,0,1
zibzab,1757.145,9,2,0,adj_6_6,new_pa_learning,img/targets/BOSS/downsized/cactus.jpg,8,2,playground,32,113485,0.0-0.0-0.32,4,1,-1,1
zibzab,2000.52,11,7,1,adj_6_6,new_pa_learning,img/targets/BOSS/downsized/candelabra.jpg,11,7,playground,33,116997,0.0-0.0-0.33,4,1,0,1
zibzab,2446.92,3,9,1,adj_6_6,new_pa_learning,img/targets/BOSS/downsized/caribou02.jpg,3,9,playground,34,120956,0.0-0.0-0.34,4,1,0,1
zibzab,1722.995,10,4,1,adj_6_6,new_pa_learning,img/targets/BOSS/downsized/callbell.jpg,10,4,playground,35,124192,0.0-0.0-0.35,4,1,0,1
zibzab,2023.81,3,9,1,adj_6_6,new_pa_learning,img/targets/BOSS/downsized/caribou02.jpg,3,9,playground,36,127726,0.0-0.0-0.36,4,1,0,1
zibzab,1936.01,7,8,0,adj_6_6,new_pa_learning,img/targets/BOSS/downsized/car.jpg,8,8,playground,37,131175,0.0-0.0-0.37,4,1,1,1
zibzab,1599.73,11,6,0,adj_6_6,new_pa_learning,img/targets/BOSS/downsized/candelabra.jpg,11,7,playground,38,134287,0.0-0.0-0.38,4,1,1,1
zibzab,2089.53,3,9,1,adj_6_6,new_pa_learning,img/targets/BOSS/downsized/caribou02.jpg,3,9,playground,39,137890,0.0-0.0-0.39,4,1,0,1
zibzab,1517.955,11,7,1,adj_6_6,new_pa_learning,img/targets/BOSS/downsized/candelabra.jpg,11,7,playground,40,140914,0.0-0.0-0.40,4,1,0,1
zibzab,1020.545,9,8,0,adj_6_6,new_pa_learning,img/targets/BOSS/downsized/car.jpg,8,8,playground,41,143448,0.0-0.0-0.41,4,1,-1,1
zibzab,1629.845,3,4,0,adj_6_6,new_pa_learning,img/targets/BOSS/downsized/campfire.jpg,4,5,playground,42,146590,0.0-0.0-0.42,4,1,2,0
zibzab,1707.33,8,8,1,adj_6_6,new_pa_learning,img/targets/BOSS/downsized/car.jpg,8,8,playground,43,149810,0.0-0.0-0.43,4,1,0,1
zibzab,1399.18,10,4,1,adj_6_6,new_pa_learning,img/targets/BOSS/downsized/callbell.jpg,10,4,playground,44,152720,0.0-0.0-0.44,4,1,0,1
zibzab,1822.16,3,9,1,adj_6_6,new_pa_learning,img/targets/BOSS/downsized/caribou02.jpg,3,9,playground,45,156053,0.0-0.0-0.45,4,1,0,1
zibzab,1926.22,10,4,1,adj_6_6,new_pa_learning,img/targets/BOSS/downsized/callbell.jpg,10,4,playground,46,159493,0.0-0.0-0.46,4,1,0,1
zibzab,1732.095,3,6,0,adj_6_6,new_pa_learning,img/targets/BOSS/downsized/campfire.jpg,4,5,playground,47,162738,0.0-0.0-0.47,4,1,0,1
zibzab,1899.44,8,2,1,adj_6_6,new_pa_learning,img/targets/BOSS/downsized/cactus.jpg,8,2,playground,48,166152,0.0-0.0-0.48,4,1,0,1
zibzab,1675.675,8,8,1,adj_6_6,new_pa_learning,img/targets/BOSS/downsized/car.jpg,8,8,playground,49,169342,0.0-0.0-0.49,4,1,0,1
zibzab,1654.615,8,2,1,adj_6_6,new_pa_learning,img/targets/BOSS/downsized/cactus.jpg,8,2,playground,50,172505,0.0-0.0-0.50,4,1,0,1
zibzab,1600.205,4,6,0,adj_6_6,new_pa_learning,img/targets/BOSS/downsized/campfire.jpg,4,5,playground,51,175628,0.0-0.0-0.51,4,1,-1,1
zibzab,1451.175,3,9,1,adj_6_6,new_pa_learning,img/targets/BOSS/downsized/caribou02.jpg,3,9,playground,52,178589,0.0-0.0-0.52,4,1,0,1
zibzab,1401.575,8,2,1,adj_6_6,new_pa_learning,img/targets/BOSS/downsized/cactus.jpg,8,2,playground,53,181502,0.0-0.0-0.53,4,1,0,1
zibzab,1602.935,3,9,1,adj_6_6,new_pa_learning,img/targets/BOSS/downsized/caribou02.jpg,3,9,playground,54,184613,0.0-0.0-0.54,4,1,0,1
zibzab,1488.915,8,2,1,adj_6_6,new_pa_learning,img/targets/BOSS/downsized/cactus.jpg,8,2,playground,55,187619,0.0-0.0-0.55,4,1,0,1
zibzab,1926.535,3,9,1,adj_6_6,new_pa_learning,img/targets/BOSS/downsized/caribou02.jpg,3,9,playground,56,191057,0.0-0.0-0.56,4,1,0,1
zibzab,1604.235,8,2,1,adj_6_6,new_pa_learning,img/targets/BOSS/downsized/cactus.jpg,8,2,playground,57,194172,0.0-0.0-0.57,4,1,0,1
zibzab,1630.665,11,7,1,adj_6_6,new_pa_learning,img/targets/BOSS/downsized/candelabra.jpg,11,7,playground,58,197317,0.0-0.0-0.58,4,1,0,1
zibzab,1796.22,8,8,1,adj_6_6,new_pa_learning,img/targets/BOSS/downsized/car.jpg,8,8,playground,59,200626,0.0-0.0-0.59,4,1,0,1
notmyname,NA,NA,NA,NA,adj_8_6,schema_learning,img/targets/BOSS/downsized/bassethound.jpg,4,10,playground,0,4009,0.0-0.0-0.0,1,1,NA,0
notmyname,NA,NA,NA,NA,adj_8_6,schema_learning,img/targets/BOSS/downsized/barnowl.jpg,6,6,playground,1,8517,0.0-0.0-0.1,1,1,NA,0
notmyname,1069,4,6,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/artichoke01b.jpg,4,2,playground,2,11106,0.0-0.0-0.2,1,1,-4,0
notmyname,1583,4,7,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/basketball01.jpg,5,8,playground,3,14205,0.0-0.0-0.3,1,1,2,0
notmyname,1119,9,4,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/bassethound.jpg,4,10,playground,4,16836,0.0-0.0-0.4,1,1,1,1
notmyname,1340,5,7,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/basketball01.jpg,5,8,playground,5,19697,0.0-0.0-0.5,1,1,1,1
notmyname,1208,4,5,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/barnowl.jpg,6,6,playground,6,22421,0.0-0.0-0.6,1,1,3,0
notmyname,1503,4,10,1,adj_8_6,schema_learning,img/targets/BOSS/downsized/bassethound.jpg,4,10,playground,7,25435,0.0-0.0-0.7,1,1,0,1
notmyname,1161,5,2,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/artichoke01b.jpg,4,2,playground,8,28118,0.0-0.0-0.8,1,1,-1,1
notmyname,1143,11,4,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/badmintonracket.jpg,9,3,playground,9,30783,0.0-0.0-0.9,1,1,-3,0
notmyname,1080,10,9,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/battleaxe.jpg,9,10,playground,10,33379,0.0-0.0-0.10,1,1,0,1
notmyname,1480,9,4,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/badmintonracket.jpg,9,3,playground,11,36377,0.0-0.0-0.11,1,1,-1,1
notmyname,918,7,6,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/barrel01.jpg,10,6,playground,12,38812,0.0-0.0-0.12,1,1,3,0
notmyname,746,7,7,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/ballofstring.jpg,2,5,playground,13,41074,0.0-0.0-0.13,1,1,-7,0
notmyname,2138,9,9,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/battleaxe.jpg,9,10,playground,14,44724,0.0-0.0-0.14,1,1,1,1
notmyname,1105,7,8,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/ballofstring.jpg,2,5,playground,15,47352,0.0-0.0-0.15,1,1,-8,0
notmyname,929,9,4,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/barrel01.jpg,10,6,playground,16,49788,0.0-0.0-0.16,1,1,3,0
notmyname,1434,6,4,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/barnowl.jpg,6,6,playground,17,52731,0.0-0.0-0.17,1,1,2,0
notmyname,1640,8,9,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/battleaxe.jpg,9,10,playground,18,55879,0.0-0.0-0.18,1,1,2,0
notmyname,974,8,5,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/barnowl.jpg,6,6,playground,19,58371,0.0-0.0-0.19,1,1,-1,1
notmyname,1014,9,4,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/badmintonracket.jpg,9,3,playground,20,60909,0.0-0.0-0.20,1,1,-1,1
notmyname,1127,4,7,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/barnowl.jpg,6,6,playground,21,63546,0.0-0.0-0.21,1,1,1,1
notmyname,997,6,6,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/basketball01.jpg,5,8,playground,22,66051,0.0-0.0-0.22,1,1,1,1
notmyname,1358,5,10,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/bassethound.jpg,4,10,playground,23,68921,0.0-0.0-0.23,1,1,-1,1
notmyname,1045,8,10,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/battleaxe.jpg,9,10,playground,24,71488,0.0-0.0-0.24,1,1,1,1
notmyname,980,9,7,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/barrel01.jpg,10,6,playground,25,73973,0.0-0.0-0.25,1,1,0,1
notmyname,905,8,4,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/badmintonracket.jpg,9,3,playground,26,76398,0.0-0.0-0.26,1,1,0,1
notmyname,1082,4,8,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/bassethound.jpg,4,10,playground,27,78992,0.0-0.0-0.27,1,1,2,0
notmyname,755,7,7,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/ballofstring.jpg,2,5,playground,28,81265,0.0-0.0-0.28,1,1,-7,0
notmyname,1811,4,4,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/barnowl.jpg,6,6,playground,29,84584,0.0-0.0-0.29,1,1,4,0
notmyname,1120,3,5,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/ballofstring.jpg,2,5,playground,30,87224,0.0-0.0-0.30,1,1,-1,1
notmyname,1372,4,10,1,adj_8_6,schema_learning,img/targets/BOSS/downsized/bassethound.jpg,4,10,playground,31,90115,0.0-0.0-0.31,1,1,0,1
notmyname,926,3,6,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/ballofstring.jpg,2,5,playground,32,92565,0.0-0.0-0.32,1,1,-2,0
notmyname,1171,9,4,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/barnowl.jpg,6,6,playground,33,95245,0.0-0.0-0.33,1,1,-1,1
notmyname,1182,8,9,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/battleaxe.jpg,9,10,playground,34,97938,0.0-0.0-0.34,1,1,2,0
notmyname,1336,3,6,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/ballofstring.jpg,2,5,playground,35,100787,0.0-0.0-0.35,1,1,-2,0
notmyname,1466,9,9,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/battleaxe.jpg,9,10,playground,36,103769,0.0-0.0-0.36,1,1,1,1
notmyname,1273,10,6,1,adj_8_6,schema_learning,img/targets/BOSS/downsized/barrel01.jpg,10,6,playground,37,106551,0.0-0.0-0.37,1,1,0,1
notmyname,1283,9,4,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/badmintonracket.jpg,9,3,playground,38,109348,0.0-0.0-0.38,1,1,-1,1
notmyname,1049,5,7,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/basketball01.jpg,5,8,playground,39,111917,0.0-0.0-0.39,1,1,1,1
notmyname,1131,9,7,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/barrel01.jpg,10,6,playground,40,114565,0.0-0.0-0.40,1,1,0,1
notmyname,1337,9,10,1,adj_8_6,schema_learning,img/targets/BOSS/downsized/battleaxe.jpg,9,10,playground,41,117408,0.0-0.0-0.41,1,1,0,1
notmyname,2050,6,9,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/barrel01.jpg,10,6,playground,42,120977,0.0-0.0-0.42,1,1,1,1
notmyname,1519,1,6,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/ballofstring.jpg,2,5,playground,43,124013,0.0-0.0-0.43,1,1,0,1
notmyname,1151,10,3,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/badmintonracket.jpg,9,3,playground,44,126676,0.0-0.0-0.44,1,1,-1,1
notmyname,1851,5,5,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/barnowl.jpg,6,6,playground,45,130050,0.0-0.0-0.45,1,1,2,0
notmyname,1649,4,2,1,adj_8_6,schema_learning,img/targets/BOSS/downsized/artichoke01b.jpg,4,2,playground,46,133214,0.0-0.0-0.46,1,1,0,1
notmyname,1969,7,10,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/basketball01.jpg,5,8,playground,47,136697,0.0-0.0-0.47,1,1,-4,0
notmyname,1581,8,10,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/battleaxe.jpg,9,10,playground,48,139798,0.0-0.0-0.48,1,1,1,1
notmyname,1329,10,4,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/badmintonracket.jpg,9,3,playground,49,142637,0.0-0.0-0.49,1,1,-2,0
notmyname,1293,4,2,1,adj_8_6,schema_learning,img/targets/BOSS/downsized/artichoke01b.jpg,4,2,playground,50,145435,0.0-0.0-0.50,1,1,0,1
notmyname,1357,5,6,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/barnowl.jpg,6,6,playground,51,148304,0.0-0.0-0.51,1,1,1,1
notmyname,1744,4,2,1,adj_8_6,schema_learning,img/targets/BOSS/downsized/artichoke01b.jpg,4,2,playground,52,151570,0.0-0.0-0.52,1,1,0,1
notmyname,2560,6,9,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/basketball01.jpg,5,8,playground,53,155646,0.0-0.0-0.53,1,1,-2,0
notmyname,1726,10,2,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/badmintonracket.jpg,9,3,playground,54,158888,0.0-0.0-0.54,1,1,0,1
notmyname,1448,2,11,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/bassethound.jpg,4,10,playground,55,161847,0.0-0.0-0.55,1,1,1,1
notmyname,1553,9,9,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/basketball01.jpg,5,8,playground,56,164925,0.0-0.0-0.56,1,1,-5,0
notmyname,1393,9,9,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/battleaxe.jpg,9,10,playground,57,167832,0.0-0.0-0.57,1,1,1,1
notmyname,1195,4,2,1,adj_8_6,schema_learning,img/targets/BOSS/downsized/artichoke01b.jpg,4,2,playground,58,170544,0.0-0.0-0.58,1,1,0,1
notmyname,1464,4,9,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/bassethound.jpg,4,10,playground,59,173527,0.0-0.0-0.59,1,1,1,1
notmyname,1397,11,6,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/barrel01.jpg,10,6,playground,60,176442,0.0-0.0-0.60,1,1,-1,1
notmyname,1613,3,2,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/artichoke01b.jpg,4,2,playground,61,179572,0.0-0.0-0.61,1,1,1,1
notmyname,1094,10,2,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/badmintonracket.jpg,9,3,playground,62,182173,0.0-0.0-0.62,1,1,0,1
notmyname,1292,2,5,1,adj_8_6,schema_learning,img/targets/BOSS/downsized/ballofstring.jpg,2,5,playground,63,184989,0.0-0.0-0.63,1,1,0,1
notmyname,1197,5,11,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/bassethound.jpg,4,10,playground,64,187702,0.0-0.0-0.64,1,1,-2,0
notmyname,1919,4,1,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/artichoke01b.jpg,4,2,playground,65,191137,0.0-0.0-0.65,1,1,1,1
notmyname,2589,6,9,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/basketball01.jpg,5,8,playground,66,195230,0.0-0.0-0.66,1,1,-2,0
notmyname,1345,9,10,1,adj_8_6,schema_learning,img/targets/BOSS/downsized/battleaxe.jpg,9,10,playground,67,198099,0.0-0.0-0.67,1,1,0,1
notmyname,1481,5,10,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/bassethound.jpg,4,10,playground,68,201085,0.0-0.0-0.68,1,1,-1,1
notmyname,1667,10,5,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/basketball01.jpg,5,8,playground,69,204269,0.0-0.0-0.69,1,1,-2,0
notmyname,1275,4,3,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/artichoke01b.jpg,4,2,playground,70,207058,0.0-0.0-0.70,1,1,-1,1
notmyname,1944,9,3,1,adj_8_6,schema_learning,img/targets/BOSS/downsized/badmintonracket.jpg,9,3,playground,71,210517,0.0-0.0-0.71,1,1,0,1
notmyname,1920,10,6,1,adj_8_6,schema_learning,img/targets/BOSS/downsized/barrel01.jpg,10,6,playground,72,213941,0.0-0.0-0.72,1,1,0,1
notmyname,1757,5,8,1,adj_8_6,schema_learning,img/targets/BOSS/downsized/basketball01.jpg,5,8,playground,73,217200,0.0-0.0-0.73,1,1,0,1
notmyname,1329,2,5,1,adj_8_6,schema_learning,img/targets/BOSS/downsized/ballofstring.jpg,2,5,playground,74,220042,0.0-0.0-0.74,1,1,0,1
notmyname,1346,10,6,1,adj_8_6,schema_learning,img/targets/BOSS/downsized/barrel01.jpg,10,6,playground,75,222894,0.0-0.0-0.75,1,1,0,1
notmyname,2609,3,4,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/barnowl.jpg,6,6,playground,76,227025,0.0-0.0-0.76,1,1,5,0
notmyname,1093,10,6,1,adj_8_6,schema_learning,img/targets/BOSS/downsized/barrel01.jpg,10,6,playground,77,229633,0.0-0.0-0.77,1,1,0,1
notmyname,1277,3,5,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/ballofstring.jpg,2,5,playground,78,232427,0.0-0.0-0.78,1,1,-1,1
notmyname,1690,3,1,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/artichoke01b.jpg,4,2,playground,79,235632,0.0-0.0-0.79,1,1,2,0
notmyname,1613,10,6,1,adj_8_6,schema_learning,img/targets/BOSS/downsized/barrel01.jpg,10,6,playground,0,2628,0.0-0.0-0.0,2,2,0,1
notmyname,1256,4,10,1,adj_8_6,schema_learning,img/targets/BOSS/downsized/bassethound.jpg,4,10,playground,1,5394,0.0-0.0-0.1,2,2,0,1
notmyname,1280,3,5,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/ballofstring.jpg,2,5,playground,2,8186,0.0-0.0-0.2,2,2,-1,1
notmyname,1393,4,2,1,adj_8_6,schema_learning,img/targets/BOSS/downsized/artichoke01b.jpg,4,2,playground,3,11090,0.0-0.0-0.3,2,2,0,1
notmyname,1309,2,6,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/ballofstring.jpg,2,5,playground,4,13920,0.0-0.0-0.4,2,2,-1,1
notmyname,1151,10,3,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/badmintonracket.jpg,9,3,playground,5,16596,0.0-0.0-0.5,2,2,-1,1
notmyname,1516,5,6,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/ballofstring.jpg,2,5,playground,6,19627,0.0-0.0-0.6,2,2,-4,0
notmyname,1075,3,8,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/barnowl.jpg,6,6,playground,7,22215,0.0-0.0-0.7,2,2,1,1
notmyname,979,8,4,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/badmintonracket.jpg,9,3,playground,8,24703,0.0-0.0-0.8,2,2,0,1
notmyname,979,5,9,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/basketball01.jpg,5,8,playground,9,27194,0.0-0.0-0.9,2,2,-1,1
notmyname,1041,4,11,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/bassethound.jpg,4,10,playground,10,29751,0.0-0.0-0.10,2,2,-1,1
notmyname,946,9,6,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/basketball01.jpg,5,8,playground,11,32219,0.0-0.0-0.11,2,2,-2,0
notmyname,1041,4,2,1,adj_8_6,schema_learning,img/targets/BOSS/downsized/artichoke01b.jpg,4,2,playground,12,34780,0.0-0.0-0.12,2,2,0,1
notmyname,993,10,9,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/battleaxe.jpg,9,10,playground,13,37289,0.0-0.0-0.13,2,2,0,1
notmyname,961,10,7,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/barnowl.jpg,6,6,playground,14,39766,0.0-0.0-0.14,2,2,-5,0
notmyname,1568,8,8,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/basketball01.jpg,5,8,playground,15,42843,0.0-0.0-0.15,2,2,-3,0
notmyname,1848,2,5,1,adj_8_6,schema_learning,img/targets/BOSS/downsized/ballofstring.jpg,2,5,playground,16,46203,0.0-0.0-0.16,2,2,0,1
notmyname,1228,4,10,1,adj_8_6,schema_learning,img/targets/BOSS/downsized/bassethound.jpg,4,10,playground,17,48938,0.0-0.0-0.17,2,2,0,1
notmyname,902,9,6,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/barrel01.jpg,10,6,playground,18,51350,0.0-0.0-0.18,2,2,1,1
notmyname,877,6,7,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/basketball01.jpg,5,8,playground,19,53740,0.0-0.0-0.19,2,2,0,1
notmyname,1565,10,3,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/badmintonracket.jpg,9,3,playground,20,56819,0.0-0.0-0.20,2,2,-1,1
notmyname,966,6,8,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/basketball01.jpg,5,8,playground,21,59303,0.0-0.0-0.21,2,2,-1,1
notmyname,1136,5,10,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/bassethound.jpg,4,10,playground,22,61957,0.0-0.0-0.22,2,2,-1,1
notmyname,1099,7,6,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/barnowl.jpg,6,6,playground,23,64571,0.0-0.0-0.23,2,2,-1,1
notmyname,1137,2,6,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/ballofstring.jpg,2,5,playground,24,67226,0.0-0.0-0.24,2,2,-1,1
notmyname,1078,3,10,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/basketball01.jpg,5,8,playground,25,69823,0.0-0.0-0.25,2,2,0,1
notmyname,1208,9,2,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/badmintonracket.jpg,9,3,playground,26,72553,0.0-0.0-0.26,2,2,1,1
notmyname,1250,9,10,1,adj_8_6,schema_learning,img/targets/BOSS/downsized/battleaxe.jpg,9,10,playground,27,75319,0.0-0.0-0.27,2,2,0,1
notmyname,1490,4,10,1,adj_8_6,schema_learning,img/targets/BOSS/downsized/bassethound.jpg,4,10,playground,28,78332,0.0-0.0-0.28,2,2,0,1
notmyname,1719,6,6,1,adj_8_6,schema_learning,img/targets/BOSS/downsized/barnowl.jpg,6,6,playground,29,81566,0.0-0.0-0.29,2,2,0,1
notmyname,1467,4,2,1,adj_8_6,schema_learning,img/targets/BOSS/downsized/artichoke01b.jpg,4,2,playground,30,84549,0.0-0.0-0.30,2,2,0,1
notmyname,1497,10,10,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/battleaxe.jpg,9,10,playground,31,87550,0.0-0.0-0.31,2,2,-1,1
notmyname,2039,6,6,1,adj_8_6,schema_learning,img/targets/BOSS/downsized/barnowl.jpg,6,6,playground,32,91107,0.0-0.0-0.32,2,2,0,1
notmyname,1404,4,2,1,adj_8_6,schema_learning,img/targets/BOSS/downsized/artichoke01b.jpg,4,2,playground,33,94019,0.0-0.0-0.33,2,2,0,1
notmyname,1211,10,6,1,adj_8_6,schema_learning,img/targets/BOSS/downsized/barrel01.jpg,10,6,playground,34,96746,0.0-0.0-0.34,2,2,0,1
notmyname,1423,4,3,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/artichoke01b.jpg,4,2,playground,35,99682,0.0-0.0-0.35,2,2,-1,1
notmyname,1210,9,9,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/battleaxe.jpg,9,10,playground,36,102404,0.0-0.0-0.36,2,2,1,1
notmyname,1324,4,10,1,adj_8_6,schema_learning,img/targets/BOSS/downsized/bassethound.jpg,4,10,playground,37,105245,0.0-0.0-0.37,2,2,0,1
notmyname,1511,3,6,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/ballofstring.jpg,2,5,playground,38,108261,0.0-0.0-0.38,2,2,-2,0
notmyname,1373,9,10,1,adj_8_6,schema_learning,img/targets/BOSS/downsized/battleaxe.jpg,9,10,playground,39,111148,0.0-0.0-0.39,2,2,0,1
notmyname,1295,10,3,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/badmintonracket.jpg,9,3,playground,40,113955,0.0-0.0-0.40,2,2,-1,1
notmyname,1418,5,10,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/bassethound.jpg,4,10,playground,41,116881,0.0-0.0-0.41,2,2,-1,1
notmyname,1294,10,3,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/badmintonracket.jpg,9,3,playground,42,119693,0.0-0.0-0.42,2,2,-1,1
notmyname,1204,5,7,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/basketball01.jpg,5,8,playground,43,122410,0.0-0.0-0.43,2,2,1,1
notmyname,1164,3,5,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/barnowl.jpg,6,6,playground,44,125084,0.0-0.0-0.44,2,2,4,0
notmyname,1309,4,2,1,adj_8_6,schema_learning,img/targets/BOSS/downsized/artichoke01b.jpg,4,2,playground,45,127911,0.0-0.0-0.45,2,2,0,1
notmyname,1358,10,10,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/battleaxe.jpg,9,10,playground,46,130777,0.0-0.0-0.46,2,2,-1,1
notmyname,1195,10,6,1,adj_8_6,schema_learning,img/targets/BOSS/downsized/barrel01.jpg,10,6,playground,47,133487,0.0-0.0-0.47,2,2,0,1
notmyname,1091,4,2,1,adj_8_6,schema_learning,img/targets/BOSS/downsized/artichoke01b.jpg,4,2,playground,48,136091,0.0-0.0-0.48,2,2,0,1
notmyname,1337,3,5,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/ballofstring.jpg,2,5,playground,49,138941,0.0-0.0-0.49,2,2,-1,1
notmyname,1421,5,10,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/bassethound.jpg,4,10,playground,50,141881,0.0-0.0-0.50,2,2,-1,1
notmyname,1169,4,2,1,adj_8_6,schema_learning,img/targets/BOSS/downsized/artichoke01b.jpg,4,2,playground,51,144565,0.0-0.0-0.51,2,2,0,1
notmyname,1094,10,6,1,adj_8_6,schema_learning,img/targets/BOSS/downsized/barrel01.jpg,10,6,playground,52,147179,0.0-0.0-0.52,2,2,0,1
notmyname,1195,4,7,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/basketball01.jpg,5,8,playground,53,149892,0.0-0.0-0.53,2,2,2,0
notmyname,1406,5,10,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/bassethound.jpg,4,10,playground,54,152820,0.0-0.0-0.54,2,2,-1,1
notmyname,1221,4,5,0,adj_8_6,schema_learning,img/targets/BOSS/downsized/barnowl.jpg,6,6,playground,55,155565,0.0-0.0-0.55,2,2,3,0
