ptp_trunk,condition,new_pa_status,accuracy_type,border_dist,sse,intercept,learning_rate,asymptote
5c9a698...,schema_ic,far_pa,correct_exact,3_4,1.36594162487199e-07,0.000204539803960305,-5.69852006444239e-05,0
5c9a698...,schema_ic,near_pa,correct_exact,3_4,1.39176978056756,0.0489275379164594,0.0722067257046,0
5c9a698...,schema_ic,both,correct_exact,all,0.255267679406468,0.134299097432653,0.0605095389255246,0
5c9a698...,schema_ic,far_pa,correct_exact,all,0.38947901036051,0.138907816784148,0.0838028829643983,0
5c9a698...,schema_ic,near_pa,correct_exact,all,0.953329826957139,0.113930108225439,0.0253116288793947,0
5c9a698...,schema_ic,both,correct_one_square_away,3_4,0.59937034781981,0.352306669637619,0.123537674330655,0
5c9a698...,schema_ic,far_pa,correct_one_square_away,3_4,1.48094932890753,0.181233335350406,0.0254380899842366,0
5c9a698...,schema_ic,near_pa,correct_one_square_away,3_4,3.92083593183322e-27,4.20220011331193e-18,30.4018452512684,0
5c9a698...,schema_ic,both,correct_one_square_away,all,0.12137995744897,0.170995237112834,0.403108793003094,0
5c9a698...,schema_ic,far_pa,correct_one_square_away,all,0.0965015848368024,0.216087237851921,0.303213864736831,0
5c9a698...,schema_ic,near_pa,correct_one_square_away,all,0.280231199816025,9.62815894096362e-08,0.920103219686947,0
5c9a698...,schema_ic,both,mouse_error,3_4,9179.29613971028,228.979835795936,36.7781169184147,58.9387092445663
5c9a698...,schema_ic,far_pa,mouse_error,3_4,42576.2606377261,191.48905367931,0.142653486504073,2.81473364838179e-08
5c9a698...,schema_ic,near_pa,mouse_error,3_4,349.660906637939,215.179542826083,2.05942040318254,25.0782412635407
5c9a698...,schema_ic,both,mouse_error,all,3178.93812308433,222.247531304035,0.804378918921481,30.5415624043579
5c9a698...,schema_ic,far_pa,mouse_error,all,6227.92917147707,245.067310495004,0.730245170180704,29.0851208043355
5c9a698...,schema_ic,near_pa,mouse_error,all,1144.13449222242,176.829020790272,1.07551664724311,31.441274320909
5d776e2...,landmark_schema,both,correct_exact,3_4,0.404315116492256,0.0521279196009328,0.0453765522306094,0
5d776e2...,landmark_schema,far_pa,correct_exact,3_4,0.731341144547916,0.311786860037527,-0.0655444739953109,0
5d776e2...,landmark_schema,near_pa,correct_exact,3_4,0.916001743195254,2.9751245016476e-07,0.109041034638503,0
5d776e2...,landmark_schema,both,correct_exact,all,0.0442787558324019,0.015013417505768,0.0142682892223322,0
5d776e2...,landmark_schema,far_pa,correct_exact,all,0.0454479809469056,0.0821484182927613,-0.0152499742531377,0
5d776e2...,landmark_schema,near_pa,correct_exact,all,0.212491020804277,2.93926720702454e-06,0.0505356997523032,0
5d776e2...,landmark_schema,both,correct_one_square_away,3_4,0.13315812377353,0.253096653110832,0.0875985408438621,0
5d776e2...,landmark_schema,far_pa,correct_one_square_away,3_4,1.39176979698679,0.426287297874141,-0.0721991223842243,0
5d776e2...,landmark_schema,near_pa,correct_one_square_away,3_4,1.06836862518289,1.06488593803995e-07,0.393181255479309,0
5d776e2...,landmark_schema,both,correct_one_square_away,all,0.0584700845580946,0.206008787119272,0.0832880986053605,0
5d776e2...,landmark_schema,far_pa,correct_one_square_away,all,0.176110796074819,0.217825382531736,0.0675274520051605,0
5d776e2...,landmark_schema,near_pa,correct_one_square_away,all,0.535989608536961,0.178482486790744,0.118836975870072,0
5d776e2...,landmark_schema,both,mouse_error,3_4,11886.3272106097,146.74280748196,0.101984323708759,2.67235586633957e-08
5d776e2...,landmark_schema,far_pa,mouse_error,3_4,56176.420988665,134.634838838068,-0.0558056280240444,0.00802540385898097
5d776e2...,landmark_schema,near_pa,mouse_error,3_4,5577.14826901643,164.457496708389,0.341505494332112,1.87308741298419
5d776e2...,landmark_schema,both,mouse_error,all,5595.1766926014,167.75063919602,0.0988268864947486,7.9253842362817e-10
5d776e2...,landmark_schema,far_pa,mouse_error,all,12604.6476650816,187.970081494569,0.0896249414676739,3.19226994685242e-09
5d776e2...,landmark_schema,near_pa,mouse_error,all,4994.03273058187,128.95549549626,0.132357317980984,3.55039683829465e-07
5d776e2...,no_schema,both,correct_exact,3_4,0.096403149260136,2.56910421781761e-06,0.0580225558226959,0
5d776e2...,no_schema,both,correct_exact,all,0.0407264161749058,0.0324741606501201,0.0366573605658665,0
5d776e2...,no_schema,both,correct_one_square_away,3_4,0.102523409051314,0.0771276277257067,0.294204619427971,0
5d776e2...,no_schema,both,correct_one_square_away,all,0.232068271299289,0.116085053922681,0.275168138028137,0
5d776e2...,no_schema,both,mouse_error,3_4,4036.69294259973,155.095301518919,0.951056851680368,58.6104822220892
5d776e2...,no_schema,both,mouse_error,all,3416.5594366719,176.383605757487,1.53136928532267,65.2917524513736
5d776e2...,random_locations,both,correct_exact,3_4,0.0827152642352927,1.39509538691852e-05,0.0148035270380935,0
5d776e2...,random_locations,both,correct_exact,all,0.0505498939488611,0.040852621191025,0.00655555930476708,0
5d776e2...,random_locations,both,correct_one_square_away,3_4,0.298840504462936,0.214423704955333,0.0931833601272407,0
5d776e2...,random_locations,both,correct_one_square_away,all,0.0949873029789199,0.128959559823851,0.115473822100903,0
5d776e2...,random_locations,both,mouse_error,3_4,2639.37489924772,115.836125195658,0.892759051351416,88.0467786689875
5d776e2...,random_locations,both,mouse_error,all,2030.42495074249,196.778802444261,0.866141865844328,82.6559115109907
5d776e2...,schema_c,both,correct_exact,3_4,0.302765446713261,1.54077497305634e-06,0.142407724229488,0
5d776e2...,schema_c,far_pa,correct_exact,3_4,0.748179467846324,4.00324641219624e-07,0.0477406007489481,0
5d776e2...,schema_c,near_pa,correct_exact,3_4,0.314740309599877,2.21528375224248e-07,0.205926912280189,0
5d776e2...,schema_c,both,correct_exact,all,0.1110520642097,3.43322753760611e-06,0.112907981872558,0
5d776e2...,schema_c,far_pa,correct_exact,all,0.31510408393846,0.01833518334475,0.0689968875123039,0
5d776e2...,schema_c,near_pa,correct_exact,all,0.314740309599877,2.21528375224248e-07,0.205926912280189,0
5d776e2...,schema_c,both,correct_one_square_away,3_4,0.256055968504237,7.20059297859327e-07,0.399526227511382,0
5d776e2...,schema_c,far_pa,correct_one_square_away,3_4,1.82527577342188,0.163704879360011,0.181109103247691,0
5d776e2...,schema_c,near_pa,correct_one_square_away,3_4,0.483051292776954,2.09773668934314e-07,0.453614275191479,0
5d776e2...,schema_c,both,correct_one_square_away,all,0.229778828590936,0.0661813853275416,0.466394662045142,0
5d776e2...,schema_c,far_pa,correct_one_square_away,all,0.653548694716837,0.116535909130276,0.467718218649717,0
5d776e2...,schema_c,near_pa,correct_one_square_away,all,0.483051292776954,2.09773668934314e-07,0.453614275191479,0
5d776e2...,schema_c,both,mouse_error,3_4,6727.60746850974,162.252074006459,0.264360344839518,8.82869777517138
5d776e2...,schema_c,far_pa,mouse_error,3_4,53081.7237562478,127.682988122153,0.510103986581772,94.4082857087867
5d776e2...,schema_c,near_pa,mouse_error,3_4,8877.13255412422,182.526135695413,0.35058895370142,1.34172261419496e-10
5d776e2...,schema_c,both,mouse_error,all,2332.30906419293,186.49108619162,0.704497719407487,43.1277601900441
5d776e2...,schema_c,far_pa,mouse_error,all,6892.08816524797,194.989874942534,1.20548166685584,58.378032631701
5d776e2...,schema_c,near_pa,mouse_error,all,8877.13255412422,182.526135695413,0.35058895370142,1.34172261419496e-10
5d776e2...,schema_ic,both,correct_exact,3_4,0.165626785534693,3.84288395959424e-06,0.0259452187115313,0
5d776e2...,schema_ic,far_pa,correct_exact,3_4,0.675431022700918,1.0476917035327e-06,0.0533493714052049,0
5d776e2...,schema_ic,near_pa,correct_exact,3_4,1.36594162487199e-07,0.000204539803960305,-5.69852006444239e-05,0
5d776e2...,schema_ic,both,correct_exact,all,0.0181747510658747,3.67977537485837e-05,0.0083809756237431,0
5d776e2...,schema_ic,far_pa,correct_exact,all,0.0410120391300389,9.92168636428698e-07,0.0127385133417765,0
5d776e2...,schema_ic,near_pa,correct_exact,all,1.36594162487199e-07,0.000204539803960305,-5.69852006444239e-05,0
5d776e2...,schema_ic,both,correct_one_square_away,3_4,0.220961857012453,8.02452551157199e-07,0.0947833801486315,0
5d776e2...,schema_ic,far_pa,correct_one_square_away,3_4,0.675431022700918,1.0476917035327e-06,0.0533493714052049,0
5d776e2...,schema_ic,near_pa,correct_one_square_away,3_4,1.50558452604443,6.47277191835998e-07,0.15918289455727,0
5d776e2...,schema_ic,both,correct_one_square_away,all,0.121953142816606,8.16408519234177e-07,0.090040574760465,0
5d776e2...,schema_ic,far_pa,correct_one_square_away,all,0.152265085341616,2.12996971837137e-06,0.0623717017469829,0
5d776e2...,schema_ic,near_pa,correct_one_square_away,all,0.29051180981119,9.38006440613346e-08,0.16446314636833,0
5d776e2...,schema_ic,both,mouse_error,3_4,18421.957540474,138.565384260528,0.622773372830101,125.282406485414
5d776e2...,schema_ic,far_pa,mouse_error,3_4,22757.4781440196,125.981764629767,0.023937568692731,1.90374280828487e-07
5d776e2...,schema_ic,near_pa,mouse_error,3_4,77634.4242764891,120.153640942053,-2.94750324546466,120.153640720349
5d776e2...,schema_ic,both,mouse_error,all,6755.09893687369,241.042997122874,0.114811740980657,5.1968661333054e-08
5d776e2...,schema_ic,far_pa,mouse_error,all,5157.97325605738,269.31650102736,0.116960348242587,3.08742909779956e-07
5d776e2...,schema_ic,near_pa,mouse_error,all,28900.4089857823,191.730108688939,0.262371670178817,75.7373945339946
5dc983b...,landmark_schema,both,correct_exact,3_4,0.453942655813163,0.352366226682274,-0.0408859361273844,0
5dc983b...,landmark_schema,far_pa,correct_exact,3_4,1.14446919941671,0.521290911267208,-0.118647512803499,0
5dc983b...,landmark_schema,near_pa,correct_exact,3_4,1.48094932890753,0.181233335350406,0.0254380899842366,0
5dc983b...,landmark_schema,both,correct_exact,all,0.186650291280971,0.223397412278321,-0.0127782863173087,0
5dc983b...,landmark_schema,far_pa,correct_exact,all,0.210044910147395,0.25296666894748,-0.0338662024992419,0
5dc983b...,landmark_schema,near_pa,correct_exact,all,0.476166420352757,0.163922288039519,0.0318016901166314,0
5dc983b...,landmark_schema,both,correct_one_square_away,3_4,0.277472421614613,0.77091160413463,-0.128677871079185,0
5dc983b...,landmark_schema,far_pa,correct_one_square_away,3_4,0.00315678073327467,0.999999998273246,-2.88265860331703,0
5dc983b...,landmark_schema,near_pa,correct_one_square_away,3_4,1.87002514926669,0.409048541981427,-0.0158468352261577,0
5dc983b...,landmark_schema,both,correct_one_square_away,all,0.324314505611158,0.556191272049363,0.0337642425848386,0
5dc983b...,landmark_schema,far_pa,correct_one_square_away,all,0.366626648473489,0.609305565619251,-0.0110467204179079,0
5dc983b...,landmark_schema,near_pa,correct_one_square_away,all,0.815597554391846,0.469756098976359,0.10899162537884,0
5dc983b...,landmark_schema,both,mouse_error,3_4,2067.07157635332,134.54540238264,36.8536519016666,65.5088827025246
5dc983b...,landmark_schema,far_pa,mouse_error,3_4,3615.63520133721,40.3247437052273,-1.2343411838284,40.316519190891
5dc983b...,landmark_schema,near_pa,mouse_error,3_4,15044.2813675488,262.889667525788,37.2278491435755,76.4555765451361
5dc983b...,landmark_schema,both,mouse_error,all,2725.40722866801,178.30430742646,35.9366924698245,68.3853454298584
5dc983b...,landmark_schema,far_pa,mouse_error,all,3623.73141873744,179.730730190803,36.5988134354337,74.5199045324893
5dc983b...,landmark_schema,near_pa,mouse_error,all,4355.56348611751,175.451460861503,35.2347494689526,56.116227421942
5dc983b...,no_schema,both,correct_exact,3_4,0.155865819952115,0.410019675348485,0.0764145800880667,0
5dc983b...,no_schema,both,correct_exact,all,0.0567359614671242,0.180742582542005,0.042886219123757,0
5dc983b...,no_schema,both,correct_one_square_away,3_4,0.222222222222222,0.333333335812528,18.2294377822902,0
5dc983b...,no_schema,both,correct_one_square_away,all,0.149078582893739,0.206651015269577,0.672885798326275,0
5dc983b...,no_schema,both,mouse_error,3_4,151.407465773147,137.510445451113,2.33601841617119,19.303116678295
5dc983b...,no_schema,both,mouse_error,all,270.660569750883,154.892381393433,1.64198317165428,33.8829776889882
5dc983b...,random_locations,both,correct_exact,3_4,0.0808373141645837,0.109066322282977,-0.0205216841124543,0
5dc983b...,random_locations,both,correct_exact,all,0.038976902970113,0.0696823892740646,-0.0084144623576454,0
5dc983b...,random_locations,both,correct_one_square_away,3_4,1.06049236508762,0.561887411388227,-0.0578452451019666,0
5dc983b...,random_locations,both,correct_one_square_away,all,0.496351945253661,0.388393104113492,0.00351969959618092,0
5dc983b...,random_locations,both,mouse_error,3_4,5192.43695921876,226.497602090281,38.9527621837563,82.7246233150493
5dc983b...,random_locations,both,mouse_error,all,3465.79081742946,219.624240627295,2.93487750263993,95.2342663942675
5dc983b...,schema_c,both,correct_exact,3_4,0.245920655838195,1.9434002734497e-06,0.0748943089211387,0
5dc983b...,schema_c,far_pa,correct_exact,3_4,1.36594162487199e-07,0.000204539803960305,-5.69852006444239e-05,0
5dc983b...,schema_c,near_pa,correct_exact,3_4,0.562573389095613,1.73216685517426e-06,0.12531315931119,0
5dc983b...,schema_c,both,correct_exact,all,0.0825555615015062,5.3308904156212e-06,0.11087059058249,0
5dc983b...,schema_c,far_pa,correct_exact,all,0.0651945886631937,4.62273599910418e-07,0.103802610774291,0
5dc983b...,schema_c,near_pa,correct_exact,all,0.562573389095613,1.73216685517426e-06,0.12531315931119,0
5dc983b...,schema_c,both,correct_one_square_away,3_4,0.37241307096226,0.313102474676088,0.0720931995171392,0
5dc983b...,schema_c,far_pa,correct_one_square_away,3_4,0.731341144547916,0.311786860037527,-0.0655444739953109,0
5dc983b...,schema_c,near_pa,correct_one_square_away,3_4,0.514630358845997,0.178142283576832,0.29981967270341,0
5dc983b...,schema_c,both,correct_one_square_away,all,0.114888821251239,0.355245484772603,0.0912869170773774,0
5dc983b...,schema_c,far_pa,correct_one_square_away,all,0.28665903474917,0.393816768942064,0.0388263531854864,0
5dc983b...,schema_c,near_pa,correct_one_square_away,all,0.514630358845997,0.178142283576832,0.29981967270341,0
5dc983b...,schema_c,both,mouse_error,3_4,3073.22897845727,198.30984398831,35.8159924714325,78.8947387730511
5dc983b...,schema_c,far_pa,mouse_error,3_4,35215.7947183003,140.288926021604,-0.754980299568479,140.056359028455
5dc983b...,schema_c,near_pa,mouse_error,3_4,2656.04805504035,166.200354253639,0.975885765038007,40.0001668932538
5dc983b...,schema_c,both,mouse_error,all,1606.81329621741,206.547164229174,36.1875128181512,66.9346867938538
5dc983b...,schema_c,far_pa,mouse_error,all,4154.69981130488,226.931735850004,36.9313846302462,77.2837221178508
5dc983b...,schema_c,near_pa,mouse_error,all,2656.04805504035,166.200354253639,0.975885765038007,40.0001668932538
5dc983b...,schema_ic,both,correct_exact,3_4,0.428730152014246,0.0714767004133119,0.0393854649305559,0
5dc983b...,schema_ic,far_pa,correct_exact,3_4,1.36594162487199e-07,0.000204539803960305,-5.69852006444239e-05,0
5dc983b...,schema_ic,near_pa,correct_exact,3_4,1.69581627183722,0.102184732409659,0.114743081202032,0
5dc983b...,schema_ic,both,correct_exact,all,0.0519111287326755,0.111362509072931,-0.00230091236604454,0
5dc983b...,schema_ic,far_pa,correct_exact,all,0.080020397977099,0.125287376125741,-0.0195165604268875,0
5dc983b...,schema_ic,near_pa,correct_exact,all,0.428730152014246,0.0714767004133119,0.0393854649305559,0
5dc983b...,schema_ic,both,correct_one_square_away,3_4,0.7154348787663,0.072605701906614,0.269855245466812,0
5dc983b...,schema_ic,far_pa,correct_one_square_away,3_4,1.87376713861546,0.262024640066192,0.125271050564797,0
5dc983b...,schema_ic,near_pa,correct_one_square_away,3_4,0.866980810855614,8.68830253540425e-06,0.381655557078139,0
5dc983b...,schema_ic,both,correct_one_square_away,all,0.121756189125204,0.126184211854478,0.157290148641348,0
5dc983b...,schema_ic,far_pa,correct_one_square_away,all,0.377263856665893,0.241063762875728,0.0933331275058706,0
5dc983b...,schema_ic,near_pa,correct_one_square_away,all,0.2673833983596,6.98436421042353e-08,0.247844697255008,0
5dc983b...,schema_ic,both,mouse_error,3_4,12666.511311691,138.261242322375,0.119367581335892,5.00483153792114
5dc983b...,schema_ic,far_pa,mouse_error,3_4,26509.9191227205,95.3501294245169,-2.77501798267858,95.3501290949271
5dc983b...,schema_ic,near_pa,mouse_error,3_4,17214.9742557096,177.45776672013,0.253881995959799,5.90217360426931e-09
5dc983b...,schema_ic,both,mouse_error,all,3087.27414620965,174.410598270312,0.576483987721917,87.2825165093936
5dc983b...,schema_ic,far_pa,mouse_error,all,6077.0752207991,177.771252968823,35.237803895277,116.004406117109
5dc983b...,schema_ic,near_pa,mouse_error,all,4234.45862772874,188.44666814882,0.335958862638373,19.0884841433764
5e8e505...,landmark_schema,both,correct_exact,3_4,1.36594162487199e-07,0.000204539803960305,-5.69852006444239e-05,0
5e8e505...,landmark_schema,far_pa,correct_exact,3_4,1.36594162487199e-07,0.000204539803960305,-5.69852006444239e-05,0
5e8e505...,landmark_schema,near_pa,correct_exact,3_4,1.36594162487199e-07,0.000204539803960305,-5.69852006444239e-05,0
5e8e505...,landmark_schema,both,correct_exact,all,0.0571042347480218,0.0353068387950752,0.043222814652836,0
5e8e505...,landmark_schema,far_pa,correct_exact,all,0.108854634355887,6.07967374974548e-07,0.0790821278095241,0
5e8e505...,landmark_schema,near_pa,correct_exact,all,0.182084972520389,0.16182468036499,-0.0312708011585575,0
5e8e505...,landmark_schema,both,correct_one_square_away,3_4,0.375000001835462,0.375022925165956,-3.91234955905101e-06,0
5e8e505...,landmark_schema,far_pa,correct_one_square_away,3_4,1.10988968280234,0.541855620475709,-0.128700948169103,0
5e8e505...,landmark_schema,near_pa,correct_one_square_away,3_4,1.36993401390098,1.68317113067397e-07,0.277183117091196,0
5e8e505...,landmark_schema,both,correct_one_square_away,all,0.0789764919916356,0.267315214151904,0.15230206856874,0
5e8e505...,landmark_schema,far_pa,correct_one_square_away,all,0.0988929417382871,0.354029904598792,0.15005622003262,0
5e8e505...,landmark_schema,near_pa,correct_one_square_away,all,0.434567404793358,0.094062592178215,0.155519127946122,0
5e8e505...,landmark_schema,both,mouse_error,3_4,739.083899055126,182.519122782214,35.5177064671149,71.7886725876003
5e8e505...,landmark_schema,far_pa,mouse_error,3_4,1679.28029999859,126.223826548157,37.9543022662453,78.0078985886569
5e8e505...,landmark_schema,near_pa,mouse_error,3_4,4094.1264722299,235.650998208935,1.2855362054267,56.2266614387869
5e8e505...,landmark_schema,both,mouse_error,all,469.781119498792,132.357366882105,0.395081113837938,40.4707525936626
5e8e505...,landmark_schema,far_pa,mouse_error,all,1171.42055569769,125.484156423472,0.508687411386881,33.4113275705363
5e8e505...,landmark_schema,near_pa,mouse_error,all,9891.21321418751,141.279028930397,0.118771139199682,4.96300497024455e-09
5e8e505...,no_schema,both,correct_exact,3_4,0.365831239660268,0.0216626276672268,0.047143201951576,0
5e8e505...,no_schema,both,correct_exact,all,0.151735718712851,0.0254212111331962,0.0461150671384076,0
5e8e505...,no_schema,both,correct_one_square_away,3_4,0.0966243533603641,0.612341919751821,0.00954495753473122,0
5e8e505...,no_schema,both,correct_one_square_away,all,0.151835970243508,0.51815041673346,0.0427406261811812,0
5e8e505...,no_schema,both,mouse_error,3_4,3319.74235236193,101.823657927625,0.0197904700101093,21.531709821964
5e8e505...,no_schema,both,mouse_error,all,4550.33138949594,99.1552284986502,-0.00775324333334132,5.14111690617131e-06
5e8e505...,random_locations,both,correct_exact,3_4,1.36594162487199e-07,0.000204539803960305,-5.69852006444239e-05,0
5e8e505...,random_locations,both,correct_exact,all,0.109327005480823,0.00689117910103873,0.0372438247897282,0
5e8e505...,random_locations,both,correct_one_square_away,3_4,0.172921321247819,0.19760460892014,0.0555882451294163,0
5e8e505...,random_locations,both,correct_one_square_away,all,0.072528146459519,0.164890842346903,0.10028434587758,0
5e8e505...,random_locations,both,mouse_error,3_4,415.129378720617,120.598515296636,0.963546452933316,89.1713688799036
5e8e505...,random_locations,both,mouse_error,all,636.017082815382,167.962514326885,0.153218958272723,5.41249963658441
5e8e505...,schema_c,both,correct_exact,3_4,0.0965323405888959,0.0271768006272374,0.00431247257432942,0
5e8e505...,schema_c,far_pa,correct_exact,3_4,1.36594162487199e-07,0.000204539803960305,-5.69852006444239e-05,0
5e8e505...,schema_c,near_pa,correct_exact,3_4,0.217161320292324,0.0401621846599007,0.00676252795594819,0
5e8e505...,schema_c,both,correct_exact,all,0.031650115168304,1.37418890496495e-05,0.0134802434381347,0
5e8e505...,schema_c,far_pa,correct_exact,all,0.0410120391300389,9.92168636428698e-07,0.0127385133417765,0
5e8e505...,schema_c,near_pa,correct_exact,all,0.217161320292324,0.0401621846599007,0.00676252795594819,0
5e8e505...,schema_c,both,correct_one_square_away,3_4,0.113097586381943,0.0895598289883769,0.142698760977912,0
5e8e505...,schema_c,far_pa,correct_one_square_away,3_4,0.779279505567606,5.1657748107745e-07,0.254102088477812,0
5e8e505...,schema_c,near_pa,correct_one_square_away,3_4,0.349116672674044,0.28070733275526,0.0415535675075527,0
5e8e505...,schema_c,both,correct_one_square_away,all,0.019031998141855,0.292887449979661,0.0362110202559554,0
5e8e505...,schema_c,far_pa,correct_one_square_away,all,0.10369303313218,0.297785647921489,0.0340487269349374,0
5e8e505...,schema_c,near_pa,correct_one_square_away,all,0.349116672674044,0.28070733275526,0.0415535675075527,0
5e8e505...,schema_c,both,mouse_error,3_4,7662.7730584847,144.239347683165,0.0586325955906465,1.78200810062266e-08
5e8e505...,schema_c,far_pa,mouse_error,3_4,24433.1185611211,155.298383319144,0.156526784222983,2.787253413708e-09
5e8e505...,schema_c,near_pa,mouse_error,3_4,9476.37042707206,139.772380208892,0.0204339734237017,3.91931455834791e-07
5e8e505...,schema_c,both,mouse_error,all,4599.68646574505,125.529139715229,0.0102290487915759,1.4185611432267e-06
5e8e505...,schema_c,far_pa,mouse_error,all,5943.15180257984,119.058619793387,0.00459179485713921,1.4502743105729e-05
5e8e505...,schema_c,near_pa,mouse_error,all,9476.37042707206,139.772380208892,0.0204339734237017,3.91931455834791e-07
5e8e505...,schema_ic,both,correct_exact,3_4,0.182084972520389,0.16182468036499,-0.0312708011585575,0
5e8e505...,schema_ic,far_pa,correct_exact,3_4,0.731341144547916,0.311786860037527,-0.0655444739953109,0
